unnamed:_0_level_0,all_sectors,all_sectors.1,all_sectors.2,all_sectors.3,all_sectors.4,private_sector,private_sector.1,private_sector.2,private_sector.3,private_sector.4,public_sector,public_sector.1,public_sector.2,public_sector.3,public_sector.4,page_source,section,extraction_date
Unnamed: 0_level_1,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),,,
Entertainment and hospitality,,,,,,,,,,,,,,,,sector_industry,Q22024,2025-10-21
Public administration,7,35531,34.8,3.5,3.4,,,,,,7,35531,34.8,3.5,3.4,sector_industry,Q22024,2025-10-21
All industries,27,95429,42.8,4.1,3.3,8,13506,33.5,7.7,4.5,19,81923,44.3,3.5,3.1,sector_industry,Q32024,2025-10-21
Primary industries,,,,,,,,,,,,,,,,sector_industry,Q32024,2025-10-21
Utilities,,,,,,,,,,,,,,,,sector_industry,Q32024,2025-10-21
Construction,,,,,,,,,,,,,,,,sector_industry,Q32024,2025-10-21
Manufacturing,2,3561,29.8,13.8,8.5,2,3561,29.8,13.8,8.5,,,,,,sector_industry,Q32024,2025-10-21
Wholesale and retail trade,1,10229,36.0,3.0,2.6,,,,,,1,10229,36.0,3.0,2.6,sector_industry,Q32024,2025-10-21
Transportation,3,1857,47.7,9.7,4.3,2,1205,54.0,12.7,4.8,1,652,36.0,4.0,3.3,sector_industry,Q32024,2025-10-21
Information and culture,,,,,,,,,,,,,,,,sector_industry,Q32024,2025-10-21
Finance and professional services,3,7990,31.8,4.5,2.8,3,7990,31.8,4.5,2.8,,,,,,sector_industry,Q32024,2025-10-21
"Education, health, and social services",10,35326,41.8,2.8,3.0,,,,,,10,35326,41.8,2.8,3.0,sector_industry,Q32024,2025-10-21
Entertainment and hospitality,1,750,36.0,5.0,3.7,1,750,36.0,5.0,3.7,,,,,,sector_industry,Q32024,2025-10-21
Public administration,7,35716,49.3,4.4,3.4,,,,,,7,35716,49.3,4.4,3.4,sector_industry,Q32024,2025-10-21
All industries,29,177872,50.3,4.8,3.7,9,21097,53.3,3.0,3.5,20,156775,49.9,5.0,3.7,sector_industry,Q42024,2025-10-21
Primary industries,,,,,,,,,,,,,,,,sector_industry,Q42024,2025-10-21
Utilities,1,1151,24.0,4.0,3.7,1,1151,24.0,4.0,3.7,,,,,,sector_industry,Q42024,2025-10-21
Construction,,,,,,,,,,,,,,,,sector_industry,Q42024,2025-10-21
Manufacturing,1,1400,60.0,8.0,4.5,1,1400,60.0,8.0,4.5,,,,,,sector_industry,Q42024,2025-10-21
Wholesale and retail trade,,,,,,,,,,,,,,,,sector_industry,Q42024,2025-10-21
Transportation,4,4994,45.1,3.9,3.1,4,4994,45.1,3.9,3.1,,,,,,sector_industry,Q42024,2025-10-21
Information and culture,,,,,,,,,,,,,,,,sector_industry,Q42024,2025-10-21
Finance and professional services,2,7315,68.6,0.7,3.5,1,6295,72.0,0.0,3.6,1,1020,48.0,4.8,3.1,sector_industry,Q42024,2025-10-21
"Education, health, and social services",10,137386,52.3,5.0,3.7,1,6696,48.0,3.5,3.1,9,130690,52.5,5.1,3.7,sector_industry,Q42024,2025-10-21
Entertainment and hospitality,1,561,24.0,10.0,6.9,1,561,24.0,10.0,6.9,,,,,,sector_industry,Q42024,2025-10-21
Public administration,10,25065,36.6,4.6,3.6,,,,,,10,25065,36.6,4.6,3.6,sector_industry,Q42024,2025-10-21
All industries,21,50994,49.7,4.2,3.4,8,10377,53.5,4.0,3.4,13,40617,48.7,4.2,3.4,sector_industry,Q12025,2025-10-21
Primary industries,1,536,36.0,3.0,3.0,1,536,36.0,3.0,3.0,,,,,,sector_industry,Q12025,2025-10-21
Utilities,1,980,36.0,2.8,3.5,1,980,36.0,2.8,3.5,,,,,,sector_industry,Q12025,2025-10-21
Construction,,,,,,,,,,,,,,,,sector_industry,Q12025,2025-10-21
Manufacturing,1,2400,72.0,4.0,3.2,1,2400,72.0,4.0,3.2,,,,,,sector_industry,Q12025,2025-10-21
Wholesale and retail trade,1,4947,72.0,6.0,3.3,,,,,,1,4947,72.0,6.0,3.3,sector_industry,Q12025,2025-10-21
Transportation,5,8457,41.3,4.5,3.7,4,5057,44.9,5.5,4.0,1,3400,36.0,3.0,3.2,sector_industry,Q12025,2025-10-21
Information and culture,,,,,,,,,,,,,,,,sector_industry,Q12025,2025-10-21
Finance and professional services,,,,,,,,,,,,,,,,sector_industry,Q12025,2025-10-21
"Education, health, and social services",8,13512,48.2,2.6,2.9,1,1404,72.0,0.0,1.8,7,12108,45.4,2.9,3.1,sector_industry,Q12025,2025-10-21
Entertainment and hospitality,,,,,,,,,,,,,,,,sector_industry,Q12025,2025-10-21
Public administration,4,20162,47.1,4.8,3.6,,,,,,4,20162,47.1,4.8,3.6,sector_industry,Q12025,2025-10-21
All industries,26,202589,46.9,5.8,4.4,12,128621,47.6,7.2,5.1,14,73968,45.6,3.3,3.1,sector_industry,Q22025,2025-10-21
Primary industries,,,,,,,,,,,,,,,,sector_industry,Q22025,2025-10-21
Utilities,1,2300,60.0,3.0,3.5,,,,,,1,2300,60.0,3.0,3.5,sector_industry,Q22025,2025-10-21
Construction,8,123854,48.0,7.2,5.0,8,123854,48.0,7.2,5.0,,,,,,sector_industry,Q22025,2025-10-21
Manufacturing,,,,,,,,,,,,,,,,sector_industry,Q22025,2025-10-21
Wholesale and retail trade,1,878,60.0,6.7,3.9,1,878,60.0,6.7,3.9,,,,,,sector_industry,Q22025,2025-10-21
Transportation,1,733,48.0,5.0,4.5,1,733,48.0,5.0,4.5,,,,,,sector_industry,Q22025,2025-10-21
Information and culture,,,,,,,,,,,,,,,,sector_industry,Q22025,2025-10-21
Finance and professional services,1,1550,36.0,4.2,4.6,1,1550,36.0,4.2,4.6,,,,,,sector_industry,Q22025,2025-10-21
"Education, health, and social services",9,58878,44.0,3.4,3.2,,,,,,9,58878,44.0,3.4,3.2,sector_industry,Q22025,2025-10-21
Entertainment and hospitality,1,1606,24.0,10.8,10.2,1,1606,24.0,10.8,10.2,,,,,,sector_industry,Q22025,2025-10-21
Public administration,4,12790,50.1,3.2,2.9,,,,,,4,12790,50.1,3.2,2.9,sector_industry,Q22025,2025-10-21
All industries,292,1194600,48.5,0.9,1.4,128,247565,45.4,1.5,1.5,164,947035,49.2,0.7,1.3,sector_industry,2016,2025-10-21
Primary industries,8,14090,32.1,0.2,0.7,8,14090,32.1,0.2,0.7,,,,,,sector_industry,2016,2025-10-21
Utilities,8,5800,48.9,0.8,1.4,2,1490,28.0,0.5,1.1,6,4310,56.2,0.8,1.5,sector_industry,2016,2025-10-21
Construction,53,112580,36.7,2.0,1.9,53,112580,36.7,2.0,1.9,,,,,,sector_industry,2016,2025-10-21
Manufacturing,29,43197,51.0,1.9,1.4,28,42677,51.1,1.9,1.4,1,520,48.0,1.7,1.6,sector_industry,2016,2025-10-21
Wholesale and retail trade,9,24215,60.4,1.4,1.3,8,23420,60.4,1.4,1.3,1,795,60.0,0.5,1.5,sector_industry,2016,2025-10-21
Transportation,18,85950,42.0,1.0,1.4,9,15850,91.4,1.0,1.6,9,70100,30.8,1.0,1.3,sector_industry,2016,2025-10-21
Information and culture,5,14578,56.0,0.7,1.2,3,8528,67.0,0.2,1.1,2,6050,40.5,1.6,1.4,sector_industry,2016,2025-10-21
Finance and professional services,8,5980,41.7,1.9,1.7,3,1820,33.8,1.6,1.4,5,4160,45.2,2.0,1.8,sector_industry,2016,2025-10-21
"Education, health, and social services",98,697660,49.7,0.5,1.2,9,23100,33.1,0.6,0.7,89,674560,50.2,0.5,1.3,sector_industry,2016,2025-10-21
Entertainment and hospitality,5,4010,45.9,1.7,1.7,5,4010,45.9,1.7,1.7,,,,,,sector_industry,2016,2025-10-21
Public administration,51,186540,52.8,1.3,1.5,,,,,,51,186540,52.8,1.3,1.5,sector_industry,2016,2025-10-21
All industries,224,868612,39.8,1.7,1.7,75,193038,44.9,2.6,2.0,149,675574,38.3,1.4,1.7,sector_industry,2017,2025-10-21
Primary industries,10,13602,36.8,0.7,0.9,10,13602,36.8,0.7,0.9,,,,,,sector_industry,2017,2025-10-21
Utilities,3,2920,29.4,1.6,1.7,2,2230,27.4,1.7,1.8,1,690,36.0,1.2,1.7,sector_industry,2017,2025-10-21
Construction,16,97270,44.5,3.4,2.0,16,97270,44.5,3.4,2.0,,,,,,sector_industry,2017,2025-10-21
Manufacturing,10,10440,48.3,1.5,1.4,10,10440,48.3,1.5,1.4,,,,,,sector_industry,2017,2025-10-21
Wholesale and retail trade,7,14550,47.5,1.7,1.9,6,7560,47.0,1.9,2.0,1,6990,48.0,1.5,1.9,sector_industry,2017,2025-10-21
Transportation,19,28362,46.8,1.8,2.1,13,21660,49.0,1.8,2.2,6,6702,39.8,1.5,1.8,sector_industry,2017,2025-10-21
Information and culture,6,8936,47.3,1.6,1.8,4,7536,47.2,1.5,1.8,2,1400,48.0,1.7,1.8,sector_industry,2017,2025-10-21
Finance and professional services,11,20770,53.3,2.0,2.2,8,18420,54.7,2.1,2.3,3,2350,42.8,1.3,1.4,sector_industry,2017,2025-10-21
"Education, health, and social services",80,398216,30.5,1.5,1.7,2,8770,24.0,2.0,2.1,78,389446,30.6,1.5,1.7,sector_industry,2017,2025-10-21
Entertainment and hospitality,5,6350,46.7,2.0,1.9,4,5550,51.7,2.2,2.2,1,800,12.0,0.0,0.0,sector_industry,2017,2025-10-21
Public administration,57,267196,49.1,1.4,1.6,,,,,,57,267196,49.1,1.4,1.6,sector_industry,2017,2025-10-21
All industries,226,761192,42.7,1.4,1.4,82,220436,47.4,2.3,1.9,144,540756,40.7,1.0,1.2,sector_industry,2018,2025-10-21
Primary industries,2,2213,50.9,8.7,2.7,2,2213,50.9,8.7,2.7,,,,,,sector_industry,2018,2025-10-21
Utilities,11,29176,44.9,1.3,2.0,3,4220,48.3,2.0,2.1,8,24956,44.3,1.2,2.0,sector_industry,2018,2025-10-21
Construction,16,93740,46.9,2.1,1.5,16,93740,46.9,2.1,1.5,,,,,,sector_industry,2018,2025-10-21
Manufacturing,13,13488,51.9,2.2,1.9,13,13488,51.9,2.2,1.9,,,,,,sector_industry,2018,2025-10-21
Wholesale and retail trade,10,20373,52.8,0.9,1.4,8,18913,53.5,0.9,1.5,2,1460,42.7,0.1,0.3,sector_industry,2018,2025-10-21
Transportation,16,28882,44.0,2.0,2.2,8,10100,44.3,2.5,2.4,8,18782,43.9,1.8,2.1,sector_industry,2018,2025-10-21
Information and culture,8,25890,45.5,2.6,2.4,7,24240,43.6,2.3,2.5,1,1650,73.0,5.7,2.1,sector_industry,2018,2025-10-21
Finance and professional services,17,44852,47.9,2.7,2.1,15,42652,48.1,2.8,2.1,2,2200,44.4,1.5,1.7,sector_industry,2018,2025-10-21
"Education, health, and social services",77,330519,39.0,0.8,1.0,5,5860,41.6,1.3,1.3,72,324659,39.0,0.8,1.0,sector_industry,2018,2025-10-21
Entertainment and hospitality,9,7940,45.6,2.5,2.4,5,5010,43.3,2.8,3.0,4,2930,49.5,1.9,1.5,sector_industry,2018,2025-10-21
Public administration,47,164119,42.7,1.1,1.2,,,,,,47,164119,42.7,1.1,1.2,sector_industry,2018,2025-10-21
All industries,269,684720,43.1,1.8,1.8,97,187467,43.2,2.0,2.1,172,497253,43.0,1.7,1.7,sector_industry,2019,2025-10-21
Primary industries,4,5630,55.7,2.3,2.4,4,5630,55.7,2.3,2.4,,,,,,sector_industry,2019,2025-10-21
Utilities,12,19730,36.0,1.8,2.1,4,4580,38.2,2.0,1.8,8,15150,35.4,1.7,2.2,sector_industry,2019,2025-10-21
Construction,44,109945,36.6,2.0,2.1,44,109945,36.6,2.0,2.1,,,,,,sector_industry,2019,2025-10-21
Manufacturing,16,17760,61.1,2.0,2.2,15,16980,61.7,2.0,2.2,1,780,48.0,2.0,1.7,sector_industry,2019,2025-10-21
Wholesale and retail trade,11,25528,58.1,1.2,1.7,8,18450,54.0,1.1,1.8,3,7078,68.7,1.3,1.5,sector_industry,2019,2025-10-21
Transportation,20,41980,54.4,2.2,2.4,12,22540,52.8,2.4,2.7,8,19440,56.2,1.9,2.1,sector_industry,2019,2025-10-21
Information and culture,6,10782,53.8,1.2,1.3,3,2432,39.7,2.3,1.9,3,8350,57.9,0.8,1.1,sector_industry,2019,2025-10-21
Finance and professional services,6,5820,47.1,2.1,1.8,2,1880,48.0,0.5,1.2,4,3940,46.7,2.9,2.0,sector_industry,2019,2025-10-21
"Education, health, and social services",90,294965,38.3,1.3,1.6,3,3230,32.9,0.8,1.0,87,291735,38.4,1.3,1.6,sector_industry,2019,2025-10-21
Entertainment and hospitality,2,1800,36.0,7.1,5.0,2,1800,36.0,7.1,5.0,,,,,,sector_industry,2019,2025-10-21
Public administration,58,150780,48.8,2.4,1.9,,,,,,58,150780,48.8,2.4,1.9,sector_industry,2019,2025-10-21
All industries,182,809923,41.4,1.8,1.9,60,139261,47.0,2.0,1.7,122,670662,40.2,1.8,2.0,sector_industry,2020,2025-10-21
Primary industries,1,650,64.8,2.5,2.2,1,650,64.8,2.5,2.2,,,,,,sector_industry,2020,2025-10-21
Utilities,5,12606,44.3,1.5,1.9,,,,,,5,12606,44.3,1.5,1.9,sector_industry,2020,2025-10-21
Construction,10,20042,44.5,0.8,1.0,10,20042,44.5,0.8,1.0,,,,,,sector_industry,2020,2025-10-21
Manufacturing,14,39945,40.3,3.2,2.1,14,39945,40.3,3.2,2.1,,,,,,sector_industry,2020,2025-10-21
Wholesale and retail trade,9,13811,75.5,0.9,1.0,8,13311,75.7,0.9,1.0,1,500,72.0,1.0,1.2,sector_industry,2020,2025-10-21
Transportation,22,98811,51.5,2.1,2.3,12,27233,55.0,2.7,2.6,10,71578,50.1,1.8,2.2,sector_industry,2020,2025-10-21
Information and culture,2,3450,43.9,1.2,1.3,1,1200,36.1,1.5,1.5,1,2250,48.0,1.0,1.1,sector_industry,2020,2025-10-21
Finance and professional services,9,25148,45.8,1.3,1.6,7,18938,47.1,1.3,1.4,2,6210,42.0,1.5,2.2,sector_industry,2020,2025-10-21
"Education, health, and social services",74,385643,36.4,1.5,1.9,4,15904,30.9,0.9,1.2,70,369739,36.6,1.6,1.9,sector_industry,2020,2025-10-21
Entertainment and hospitality,3,2038,31.3,1.6,1.7,3,2038,31.3,1.6,1.7,,,,,,sector_industry,2020,2025-10-21
Public administration,33,207779,42.7,2.3,1.9,,,,,,33,207779,42.7,2.3,1.9,sector_industry,2020,2025-10-21
All industries,179,1030411,42.8,1.8,1.9,63,225105,48.6,2.0,2.0,116,805306,41.2,1.8,1.9,sector_industry,2021,2025-10-21
Primary industries,3,3139,44.5,1.4,2.4,3,3139,44.5,1.4,2.4,,,,,,sector_industry,2021,2025-10-21
Utilities,8,17469,27.5,1.1,1.1,2,1690,43.7,0.6,1.5,6,15779,25.8,1.1,1.1,sector_industry,2021,2025-10-21
Construction,9,149177,47.9,2.0,2.0,9,149177,47.9,2.0,2.0,,,,,,sector_industry,2021,2025-10-21
Manufacturing,15,14707,51.2,4.5,2.3,15,14707,51.2,4.5,2.3,,,,,,sector_industry,2021,2025-10-21
Wholesale and retail trade,10,24770,55.8,1.5,1.4,9,23970,55.3,1.4,1.3,1,800,72.0,5.7,3.2,sector_industry,2021,2025-10-21
Transportation,14,57058,40.6,2.1,2.5,9,9853,46.1,2.7,2.1,5,47205,39.5,2.0,2.6,sector_industry,2021,2025-10-21
Information and culture,5,8228,57.5,1.7,1.9,4,7410,59.8,1.7,1.9,1,818,36.0,2.0,2.0,sector_industry,2021,2025-10-21
Finance and professional services,6,7582,43.2,0.5,2.1,6,7582,43.2,0.5,2.1,,,,,,sector_industry,2021,2025-10-21
"Education, health, and social services",69,584584,38.9,1.8,1.9,2,2741,35.2,1.2,3.4,67,581843,38.9,1.8,1.9,sector_industry,2021,2025-10-21
Entertainment and hospitality,4,4836,36.7,0.1,1.0,4,4836,36.7,0.1,1.0,,,,,,sector_industry,2021,2025-10-21
Public administration,36,158861,51.4,1.7,1.9,,,,,,36,158861,51.4,1.7,1.9,sector_industry,2021,2025-10-21
All industries,147,706936,42.5,2.8,2.7,42,139126,45.1,4.2,3.6,105,567810,41.9,2.5,2.5,sector_industry,2022,2025-10-21
Primary industries,1,1011,60.0,2.0,2.0,1,1011,60.0,2.0,2.0,,,,,,sector_industry,2022,2025-10-21
Utilities,4,3055,44.7,0.4,1.6,,,,,,4,3055,44.7,0.4,1.6,sector_industry,2022,2025-10-21
Construction,8,58510,35.7,4.6,4.4,8,58510,35.7,4.6,4.4,,,,,,sector_industry,2022,2025-10-21
Manufacturing,8,12376,52.3,9.0,3.9,8,12376,52.3,9.0,3.9,,,,,,sector_industry,2022,2025-10-21
Wholesale and retail trade,3,10577,43.5,7.9,3.1,1,2800,61.0,0.0,0.3,2,7777,37.2,10.8,4.1,sector_industry,2022,2025-10-21
Transportation,17,42278,42.0,3.3,2.9,10,22728,50.3,3.7,3.2,7,19550,32.3,2.8,2.6,sector_industry,2022,2025-10-21
Information and culture,9,15770,47.8,2.6,2.4,5,10990,49.1,3.1,2.8,4,4780,44.7,1.3,1.5,sector_industry,2022,2025-10-21
Finance and professional services,9,23855,53.6,1.8,2.1,5,20335,55.5,1.8,2.2,4,3520,42.6,1.3,1.5,sector_industry,2022,2025-10-21
"Education, health, and social services",59,404495,42.9,2.5,2.6,2,7970,49.8,3.8,3.7,57,396525,42.8,2.4,2.5,sector_industry,2022,2025-10-21
Entertainment and hospitality,2,2406,40.0,4.8,3.7,2,2406,40.0,4.8,3.7,,,,,,sector_industry,2022,2025-10-21
Public administration,27,132603,40.7,2.4,2.3,,,,,,27,132603,40.7,2.4,2.3,sector_industry,2022,2025-10-21
All industries,159,720010,42.9,3.7,3.4,52,121682,41.6,6.5,4.3,107,598328,43.2,3.1,3.2,sector_industry,2023,2025-10-21
Primary industries,1,750,48.0,3.5,2.9,1,750,48.0,3.5,2.9,,,,,,sector_industry,2023,2025-10-21
Utilities,8,19154,29.4,3.9,3.8,2,2258,36.0,2.9,2.7,6,16896,28.6,4.1,4.0,sector_industry,2023,2025-10-21
Construction,9,25701,27.8,8.2,5.9,9,25701,27.8,8.2,5.9,,,,,,sector_industry,2023,2025-10-21
Manufacturing,9,22886,37.3,8.9,4.9,9,22886,37.3,8.9,4.9,,,,,,sector_industry,2023,2025-10-21
Wholesale and retail trade,4,13379,57.5,8.9,4.0,3,11979,60.0,9.8,4.0,1,1400,36.0,2.0,4.0,sector_industry,2023,2025-10-21
Transportation,24,44872,38.1,4.9,3.9,15,32557,34.7,5.9,4.4,9,12315,47.1,2.4,2.3,sector_industry,2023,2025-10-21
Information and culture,4,10961,57.3,1.6,2.5,4,10961,57.3,1.6,2.5,,,,,,sector_industry,2023,2025-10-21
Finance and professional services,4,3619,45.8,7.0,4.3,4,3619,45.8,7.0,4.3,,,,,,sector_industry,2023,2025-10-21
"Education, health, and social services",61,315067,41.4,3.7,3.2,5,10971,66.4,1.2,1.5,56,304096,40.5,3.8,3.3,sector_industry,2023,2025-10-21
Entertainment and hospitality,,,,,,,,,,,,,,,,sector_industry,2023,2025-10-21
Public administration,35,263621,47.1,2.3,3.0,,,,,,35,263621,47.1,2.3,3.0,sector_industry,2023,2025-10-21
All industries,145,1115557,50.8,4.7,3.4,34,72914,40.7,4.2,3.5,111,1042643,51.5,4.8,3.3,sector_industry,2024,2025-10-21
Primary industries,1,3317,36.0,5.0,4.0,1,3317,36.0,5.0,4.0,,,,,,sector_industry,2024,2025-10-21
Utilities,3,3361,31.9,3.3,3.0,1,1151,24.0,4.0,3.7,2,2210,36.0,3.0,2.7,sector_industry,2024,2025-10-21
Construction,1,700,48.0,2.8,2.6,1,700,48.0,2.8,2.6,,,,,,sector_industry,2024,2025-10-21
Manufacturing,7,8804,41.9,10.4,6.1,7,8804,41.9,10.4,6.1,,,,,,sector_industry,2024,2025-10-21
Wholesale and retail trade,1,10229,36.0,3.0,2.6,,,,,,1,10229,36.0,3.0,2.6,sector_industry,2024,2025-10-21
Transportation,11,24201,41.5,5.0,4.0,9,12049,47.2,5.3,3.7,2,12152,36.0,4.8,4.3,sector_industry,2024,2025-10-21
Information and culture,6,8605,40.7,3.2,2.0,4,3320,45.8,3.4,2.5,2,5285,37.6,3.1,1.7,sector_industry,2024,2025-10-21
Finance and professional services,7,24715,35.1,3.4,3.7,6,23695,34.6,3.3,3.7,1,1020,48.0,4.8,3.1,sector_industry,2024,2025-10-21
"Education, health, and social services",76,904206,53.2,4.9,3.3,3,18567,45.1,1.6,1.9,73,885639,53.3,5.0,3.4,sector_industry,2024,2025-10-21
Entertainment and hospitality,2,1311,30.9,7.1,5.1,2,1311,30.9,7.1,5.1,,,,,,sector_industry,2024,2025-10-21
Public administration,30,126108,42.1,3.9,3.3,,,,,,30,126108,42.1,3.9,3.3,sector_industry,2024,2025-10-21
All industries,51,299241,47.6,5.8,3.9,22,181228,48.2,7.2,4.3,29,118013,46.6,3.6,3.2,sector_industry,2025,2025-10-21
Primary industries,1,536,36.0,3.0,3.0,1,536,36.0,3.0,3.0,,,,,,sector_industry,2025,2025-10-21
Utilities,2,3280,52.8,2.9,3.5,1,980,36.0,2.8,3.5,1,2300,60.0,3.0,3.5,sector_industry,2025,2025-10-21
Construction,9,163584,48.0,7.4,4.3,9,163584,48.0,7.4,4.3,,,,,,sector_industry,2025,2025-10-21
Manufacturing,1,2400,72.0,4.0,3.2,1,2400,72.0,4.0,3.2,,,,,,sector_industry,2025,2025-10-21
Wholesale and retail trade,2,5825,70.2,6.1,3.4,1,878,60.0,6.7,3.9,1,4947,72.0,6.0,3.3,sector_industry,2025,2025-10-21
Transportation,7,11782,43.0,4.2,3.6,5,5790,45.2,5.4,4.1,2,5992,40.9,3.0,3.1,sector_industry,2025,2025-10-21
Information and culture,1,2500,60.0,4.0,3.4,1,2500,60.0,4.0,3.4,,,,,,sector_industry,2025,2025-10-21
Finance and professional services,2,2386,36.0,4.2,4.2,1,1550,36.0,4.2,4.6,1,836,36.0,4.0,3.5,sector_industry,2025,2025-10-21
"Education, health, and social services",17,72390,44.8,3.2,3.1,1,1404,72.0,0.0,1.8,16,70986,44.2,3.3,3.1,sector_industry,2025,2025-10-21
Entertainment and hospitality,1,1606,24.0,10.8,10.2,1,1606,24.0,10.8,10.2,,,,,,sector_industry,2025,2025-10-21
Public administration,8,32952,48.2,4.2,3.3,,,,,,8,32952,48.2,4.2,3.3,sector_industry,2025,2025-10-21
Unnamed: 0_level_1,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),,,
2016,292,1194600,48.5,0.9,1.4,128,247565,45.4,1.5,1.5,164,947035,49.2,0.7,1.3,sector_year,All industries,2025-10-21
2017,224,868612,39.8,1.7,1.7,75,193038,44.9,2.6,2.0,149,675574,38.3,1.4,1.7,sector_year,All industries,2025-10-21
2018,226,761192,42.7,1.4,1.4,82,220436,47.4,2.3,1.9,144,540756,40.7,1.0,1.2,sector_year,All industries,2025-10-21
2019,269,684720,43.1,1.8,1.8,97,187467,43.2,2.0,2.1,172,497253,43.0,1.7,1.7,sector_year,All industries,2025-10-21
2020,182,809923,41.4,1.8,1.9,60,139261,47.0,2.0,1.7,122,670662,40.2,1.8,2.0,sector_year,All industries,2025-10-21
2021,179,1030411,42.8,1.8,1.9,63,225105,48.6,2.0,2.0,116,805306,41.2,1.8,1.9,sector_year,All industries,2025-10-21
2022,147,706936,42.5,2.8,2.7,42,139126,45.1,4.2,3.6,105,567810,41.9,2.5,2.5,sector_year,All industries,2025-10-21
2023,159,720010,42.9,3.7,3.4,52,121682,41.6,6.5,4.3,107,598328,43.2,3.1,3.2,sector_year,All industries,2025-10-21
2024,145,1115557,50.8,4.7,3.4,34,72914,40.7,4.2,3.5,111,1042643,51.5,4.8,3.3,sector_year,All industries,2025-10-21
2025,51,299241,47.6,5.8,3.9,22,181228,48.2,7.2,4.3,29,118013,46.6,3.6,3.2,sector_year,All industries,2025-10-21
2016,8,14090,32.1,0.2,0.7,8,14090,32.1,0.2,0.7,,,,,,sector_year,Primary industries,2025-10-21
2017,10,13602,36.8,0.7,0.9,10,13602,36.8,0.7,0.9,,,,,,sector_year,Primary industries,2025-10-21
2018,2,2213,50.9,8.7,2.7,2,2213,50.9,8.7,2.7,,,,,,sector_year,Primary industries,2025-10-21
2019,4,5630,55.7,2.3,2.4,4,5630,55.7,2.3,2.4,,,,,,sector_year,Primary industries,2025-10-21
2020,1,650,64.8,2.5,2.2,1,650,64.8,2.5,2.2,,,,,,sector_year,Primary industries,2025-10-21
2021,3,3139,44.5,1.4,2.4,3,3139,44.5,1.4,2.4,,,,,,sector_year,Primary industries,2025-10-21
2022,1,1011,60.0,2.0,2.0,1,1011,60.0,2.0,2.0,,,,,,sector_year,Primary industries,2025-10-21
2023,1,750,48.0,3.5,2.9,1,750,48.0,3.5,2.9,,,,,,sector_year,Primary industries,2025-10-21
2024,1,3317,36.0,5.0,4.0,1,3317,36.0,5.0,4.0,,,,,,sector_year,Primary industries,2025-10-21
2025,1,536,36.0,3.0,3.0,1,536,36.0,3.0,3.0,,,,,,sector_year,Primary industries,2025-10-21
2016,8,5800,48.9,0.8,1.4,2,1490,28.0,0.5,1.1,6,4310,56.2,0.8,1.5,sector_year,Utilities,2025-10-21
2017,3,2920,29.4,1.6,1.7,2,2230,27.4,1.7,1.8,1,690,36.0,1.2,1.7,sector_year,Utilities,2025-10-21
2018,11,29176,44.9,1.3,2.0,3,4220,48.3,2.0,2.1,8,24956,44.3,1.2,2.0,sector_year,Utilities,2025-10-21
2019,12,19730,36.0,1.8,2.1,4,4580,38.2,2.0,1.8,8,15150,35.4,1.7,2.2,sector_year,Utilities,2025-10-21
2020,5,12606,44.3,1.5,1.9,,,,,,5,12606,44.3,1.5,1.9,sector_year,Utilities,2025-10-21
2021,8,17469,27.5,1.1,1.1,2,1690,43.7,0.6,1.5,6,15779,25.8,1.1,1.1,sector_year,Utilities,2025-10-21
2022,4,3055,44.7,0.4,1.6,,,,,,4,3055,44.7,0.4,1.6,sector_year,Utilities,2025-10-21
2023,8,19154,29.4,3.9,3.8,2,2258,36.0,2.9,2.7,6,16896,28.6,4.1,4.0,sector_year,Utilities,2025-10-21
2024,3,3361,31.9,3.3,3.0,1,1151,24.0,4.0,3.7,2,2210,36.0,3.0,2.7,sector_year,Utilities,2025-10-21
2025,2,3280,52.8,2.9,3.5,1,980,36.0,2.8,3.5,1,2300,60.0,3.0,3.5,sector_year,Utilities,2025-10-21
2016,53,112580,36.7,2.0,1.9,53,112580,36.7,2.0,1.9,,,,,,sector_year,Construction,2025-10-21
2017,16,97270,44.5,3.4,2.0,16,97270,44.5,3.4,2.0,,,,,,sector_year,Construction,2025-10-21
2018,16,93740,46.9,2.1,1.5,16,93740,46.9,2.1,1.5,,,,,,sector_year,Construction,2025-10-21
2019,44,109945,36.6,2.0,2.1,44,109945,36.6,2.0,2.1,,,,,,sector_year,Construction,2025-10-21
2020,10,20042,44.5,0.8,1.0,10,20042,44.5,0.8,1.0,,,,,,sector_year,Construction,2025-10-21
2021,9,149177,47.9,2.0,2.0,9,149177,47.9,2.0,2.0,,,,,,sector_year,Construction,2025-10-21
2022,8,58510,35.7,4.6,4.4,8,58510,35.7,4.6,4.4,,,,,,sector_year,Construction,2025-10-21
2023,9,25701,27.8,8.2,5.9,9,25701,27.8,8.2,5.9,,,,,,sector_year,Construction,2025-10-21
